A821-A,10000019,1.36806722191089e+016,7.06814661355099e+016,-2.84135649247806e+017,500005
Aridia,10000054,-3.68177411221382e+017,1.8612570807884e+016,7.77703156867333e+016,500003
Black Rise,10000069,-2.22687068034734e+017,7.75594106422084e+016,-1.36029596082308e+017,500001
Branch,10000055,-1.45831957034714e+017,6.69152473299556e+016,-4.12717925093977e+017,0
Cache,10000007,2.44727810799539e+017,-1.61851294435097e+016,8.50732831493953e+016,0
Catch,10000014,-1.13595452153499e+017,2.1828796395059e+016,2.00997188121673e+017,0
Cloud Ring,10000051,-3.20933851367644e+017,7.44221973684437e+016,-1.46459468769175e+017,0
Cobalt Edge,10000053,2.92184365554962e+017,5.3493388123815e+016,-2.04625108850392e+017,0
Curse,10000012,1.3928759309586e+016,-1.279955725086e+015,1.51114759582865e+017,500011
Deklein,10000035,-2.76352540202201e+017,8.97693275886591e+016,-3.10283495605706e+017,0
Delve,10000060,-4.29369275408752e+017,5.14261210036259e+016,2.56560110972769e+017,0
Derelik,10000001,-7.73619519227769e+016,5.08780326643019e+016,6.44331012661154e+016,500007
Detorid,10000005,1.33540404993619e+017,-3.13915018760047e+016,1.96392258478522e+017,0
Devoid,10000036,-1.41697960063521e+017,5.84415722744845e+016,6.33341101553482e+016,500003
Domain,10000043,-2.00437833726153e+017,5.35617009322068e+016,8.13552390856334e+016,500003
Esoteria,10000039,-8.67878647136856e+016,-1.69771319821958e+016,4.17232597484758e+017,0
Essence,10000064,-2.18476380293209e+017,3.60796913432749e+016,-5.374393363481e+016,500004
Etherium Reach,10000027,1.28382041362752e+017,5.63771470967499e+016,-3.78681983031999e+016,0
Everyshore,10000037,-1.94822013294281e+017,8.82766302928309e+015,-2.02559538049208e+016,500004
Fade,10000046,-2.93951880420984e+017,5.87388643638547e+016,-2.57748117411352e+017,0
Feythabolis,10000056,3.06473180472628e+016,-1.60973888340617e+016,4.03080457499606e+017,0
Fountain,10000058,-4.49013589606488e+017,3.72273790653831e+016,6.02436903624757e+015,0
Geminate,10000029,-1.58339265318656e+016,5.9778184289369e+016,-1.15546529090021e+017,0
Genesis,10000067,-2.60029907705174e+017,1.48896484523138e+016,1.54319941304413e+016,500003
Great Wildlands,10000011,5.25138376302241e+016,2.90566275938602e+016,7.27592077175993e+016,500015
Heimatar,10000030,-9.29292854916007e+016,3.21243916270895e+016,-2.41487213993692e+016,500002
Immensea,10000025,2.18929141598659e+016,-3.0178289457794e+015,2.05784180881658e+017,0
Impass,10000031,-3.86061671297053e+016,-1.84003793729434e+015,3.34948558437469e+017,0
Insmother,10000009,1.54196834892712e+017,2.83511117926583e+015,1.45389178945985e+017,0
J7HZ-F,10000017,9.26204495038799e+015,8.14430314284755e+016,-2.31053798464132e+017,500005
Kador,10000052,-2.37297480079981e+017,4.06803388298497e+016,7.68309672978193e+016,500003
Khanid,10000049,-3.18287416184579e+017,2.04194140942048e+016,1.33487524109219e+017,500008
Kor-Azor,10000065,-2.96212317520309e+017,4.16186484702717e+016,1.04651247949499e+017,500003
Lonetrek,10000016,-1.89171222177239e+017,9.45524633509496e+016,-1.5569612898227e+017,500001
Malpais,10000013,1.75707909414576e+017,6.84868679773345e+016,-9.14413531042616e+016,0
Metropolis,10000042,-7.4267055557312e+016,3.57986387205552e+016,-4.5153300095399e+016,500002
Molden Heath,10000028,-3.57221136222882e+016,4.35032539761976e+015,5.3761035732505e+015,500002
Oasa,10000040,2.33391636757061e+017,6.33356815054524e+016,-1.22542259755245e+017,0
Omist,10000062,1.00319291593819e+017,-2.74861101664417e+016,3.89560313235004e+017,0
Outer Passage,10000021,2.91498150006239e+017,4.08628362683461e+015,-8.03076834578899e+016,0
Outer Ring,10000057,-3.92563738530011e+017,2.16719327072278e+016,-8.63772810266471e+016,500014
Paragon Soul,10000059,-1.13652861165762e+017,-2.63610116407273e+016,4.71184672814804e+017,0
Period Basis,10000063,-4.14504229299553e+017,8.37884856539599e+016,3.86878506419457e+017,0
Perrigen Falls,10000066,2.11874376981372e+017,2.59047481640165e+016,-1.0710786683887e+017,0
Placid,10000048,-2.70798690016689e+017,7.37017968120536e+016,-9.54644596776992e+016,500004
Providence,10000047,-1.21750759712201e+017,5.84956514023328e+016,1.51515874111716e+017,0
Pure Blind,10000023,-2.60921882715692e+017,7.89792661914274e+016,-2.20225532514732e+017,0
Querious,10000050,-3.63413099563972e+017,5.32206504463178e+016,2.40706130531269e+017,0
Scalding Pass,10000008,6.41368176370205e+016,5.11467958470643e+015,1.38210100477706e+017,0
Sinq Laison,10000032,-1.8191288307648e+017,4.16995387869047e+016,-3.97807386770742e+016,500004
Solitude,10000044,-3.21931746318951e+017,2.82563292166004e+016,-1.92761063328414e+016,500004
Stain,10000022,-1.58827678964844e+017,5.86911904756425e+016,3.09223961465603e+017,500019
Syndicate,10000041,-3.21246237025975e+017,1.94581306252099e+016,-7.41640134588306e+016,500009
Tash-Murkon,10000020,-2.11753371863879e+017,6.2838705971068e+016,1.23934814537664e+017,500003
Tenal,10000045,-7.22878851336202e+016,5.83402765876594e+016,-4.33602446107849e+017,0
Tenerifis,10000061,4.73954351430703e+016,-1.20252783045126e+016,2.85986932642694e+017,0
The Bleak Lands,10000038,-1.59172230516598e+017,3.1388510588133e+016,5.09367503653776e+016,500003
The Citadel,10000033,-1.54620630524369e+017,7.85949741104122e+016,-1.04821797629467e+017,500001
The Forge,10000002,-9.64203296646176e+016,6.40270758377404e+016,-1.12539817132904e+017,500001
The Kalevala Expanse,10000034,1.33941223410126e+017,5.48098880590211e+016,-9.49795793781928e+016,0
The Spire,10000018,2.32956156642256e+017,3.1778178062885e+016,-2.33673656185098e+016,0
Tribute,10000010,-1.20113706247411e+017,1.00251692022651e+017,-2.24257843400491e+017,0
Unknown,11000030,7.3055329070805e+018,1.33620647951E+16,9.83844840594143e+018,0
Unknown,11000015,7.97427471745672e+018,1.33795034857E+16,9.45075602574961e+018,0
Unknown,11000016,7.95041209925582e+018,1.33907246431E+16,9.6454735723554e+018,0
Unknown,11000017,7.7519840753406e+018,1.33965063486E+16,9.78070882037282e+018,0
Unknown,11000018,7.56842521209659e+018,1.33962955359E+16,9.70516175784687e+018,0
Unknown,11000019,7.44636914443112e+018,1.33869827371E+16,9.56413578288673e+018,0
Unknown,11000020,7.38687628605459e+018,1.34101935209E+16,9.25846082480078e+018,0
Unknown,11000021,7.57566761441511e+018,1.33943274804E+16,9.12118297000297e+018,0
Unknown,11000022,7.97989002792439e+018,1.33969509523E+16,9.21142180614625e+018,0
Unknown,11000023,8.08432384198008e+018,1.33746313745E+16,9.71301020294385e+018,0
Unknown,11000024,7.17196241286489e+018,1.33376708419E+16,9.35081170884114e+018,0
Unknown,11000025,7.33482171042828e+018,1.33498867816E+16,9.11037866197497e+018,0
Unknown,11000026,7.70970984920561e+018,1.33253421015E+16,8.98396003844671e+018,0
Unknown,11000027,8.17759165515952e+018,1.33354686178E+16,9.31126461189726e+018,0
Unknown,11000028,8.05051276327506e+018,1.33605361553E+16,9.89276475978326e+018,0
Unknown,11000029,7.59330303106683e+018,1.33404955953E+16,1.00130722972537e+019,0
Unknown,11000014,7.91323176406101e+018,1.33854414707E+16,9.30406974807733e+018,0
Unknown,11000013,7.70433183253458e+018,1.34087313436E+16,9.21917794935557e+018,0
Unknown,11000012,7.46732745097755e+018,1.33844848728E+16,9.32407984332594e+018,0
Unknown,11000001,7.6376170763493e+018,1.33590213378E+16,9.49761120633649e+018,0
Unknown,11000002,7.60093452720375e+018,1.33458259935E+16,9.43050266383318e+018,0
Unknown,11000003,7.66138628000036e+018,1.3341325022E+16,9.33859380181364e+018,0
Unknown,11000004,7.76033681841794e+018,1.332303127E+16,9.34005958951567e+018,0
Unknown,11000005,7.87407952364896e+018,1.33490197982E+16,9.50307128858908e+018,0
Unknown,11000006,7.83104454414719e+018,1.33562098111E+16,9.65985350373619e+018,0
Unknown,11000007,7.634045819572e+018,1.33394549409E+16,9.73238855564729e+018,0
Unknown,11000008,7.50509863182053e+018,1.33180877703E+16,9.63712977069197e+018,0
Unknown,11000009,7.75699845847083e+018,1.33363839111E+16,9.83833510697693e+018,0
Unknown,11000010,7.4580208974422e+018,1.33603801303E+16,9.70053875668015e+018,0
Unknown,11000011,7.40480108808294e+018,1.33890393216E+16,9.45356649904654e+018,0
UUA-F4,10000004,8.98680042578759e+016,5.47800960067285e+016,-2.72575750367217e+017,0
Vale of the Silent,10000003,-4.40693233378379e+016,9.47294441524583e+016,-1.81384695885577e+017,0
Venal,10000015,-1.23149072132624e+017,1.11405178366885e+017,-3.08325578657564e+017,500010
Verge Vendor,10000068,-2.4249831284325e+017,4.11701036114539e+016,-5.15574510559666e+016,500004
Wicked Creek,10000006,9.62325935132744e+016,2.54172264031303e+015,1.62683939101785e+017,0
